Dataset,Method,k,Inertia,Silhouette,Calinski_Harabasz,Davies_Bouldin,Dunn_Index,WCSS,BCSS,TSS,Variance_Ratio,Inter_Cluster_Distance,Intra_Cluster_Distance,Separation_Index
diabetes_gender,kmeans,10,2980742.1281124777,0.05496791616485272,3335.4361051081464,1.8009374449446962,0.008198755392643683,2980742.1281124777,899445.8718874697,3880187.999999999,0.3017523265110605,114.42056557969354,7.123223218910064,16.063032431152877
diabetes_gender,fairlet,10,3459799.9319052706,-0.0037821180660353596,1343.078489228963,3.2378892951486584,0.00489658793837088,3459799.9319052706,420388.0680947327,3880187.999999999,0.12150646753242463,71.67751596882539,74.80696079097555,0.9581663953586564
diabetes_gender,bfkm,10,3092191.8580964506,0.06893484605722598,2816.823642196431,2.455401691756621,0.007682154385390681,3092191.8580964506,787996.1419034654,3880187.999999999,0.2548341687920215,6.2158664326888315,6.743477123331995,0.9217598457007196
diabetes_gender,fair_centroid,10,3038425.1284684343,0.050207504888524095,3062.268205294926,2.379860008726575,0.006570733303834683,3038425.1284684343,841762.8715315568,3880187.999999999,0.27703920154052325,90.40505615498462,78.77769311472136,1.1475971506722178
diabetes_gender,postprocessing_nfp,10,3129834.9896895434,0.05126068025251275,2650.001905233863,2.365487407895597,0.0073100854487508915,3129834.9896895434,750353.0103104489,3880187.999999999,0.23974203521345336,80.69849924993053,74.41381865582707,1.0844558269905604
diabetes_gender,postprocessing_gini,10,3130040.846186497,0.05127254191769112,2649.10064979558,2.3652997396314746,0.0073100854487508915,3130040.846186497,750147.1538134959,3880187.999999999,0.23966049987093363,80.65934966310662,74.28742234351374,1.085773972478522
diabetes_gender,rawlsian,10,3090921.324840801,0.06462661204717765,2822.525106642666,2.6157635584899284,0.006515223910138667,3090921.324840801,789266.6751591578,3880187.999999999,0.2553499724551576,21.236147234771934,7.100187481440488,2.990927674837051
diabetes_race,kmeans,10,2846764.5114747724,0.04414574002404435,3237.1031017322753,2.00464499233066,0.0050149576041225484,2846764.5114747724,870286.4885252432,3717050.9999999986,0.3057107410947699,111.30774017889485,7.077647001825844,15.726658895276978
diabetes_race,fairlet,10,3529498.7232137867,-0.06437489188674171,562.671794593313,4.232810996041912,0.0031122120271135146,3529498.7232137867,187552.27678621578,3717050.9999999986,0.05313850251670865,48.938058431253374,47.46956819083167,1.0309354033834528
diabetes_race,bfkm,10,3033412.072705955,0.049328891409251355,2386.3888281085196,2.7508636721947233,0.0059679529728201295,3033412.072705955,683638.9272940428,3717050.9999999986,0.2253696203840195,4.50007467164426,6.994778594258955,0.6433476929974236
diabetes_race,fair_centroid,10,2898398.9352423204,0.050500934295894244,2990.7976730308555,2.399319860242957,0.006180010377773133,2898398.9352423204,818652.0647576635,3717050.9999999986,0.2824497534840628,82.99297358112413,11.751449952173962,7.06236029757084
diabetes_race,postprocessing_nfp,10,2991541.4862418463,0.04680835188249305,2567.993474995875,2.403296634740864,0.008374748356947688,2991541.4862418463,725509.5137581372,3717050.9999999986,0.24252029166059327,52.08312095796809,37.70002107944764,1.3815143723185204
diabetes_race,postprocessing_gini,10,2991627.237168397,0.046817563589278355,2567.616354039324,2.4025121338837305,0.008374926772542327,2991627.237168397,725423.7628315878,3717050.9999999986,0.24248467650609043,52.07398317163568,37.82258847950165,1.3767958583759472
diabetes_race,rawlsian,10,2956376.7624098225,0.028271012296772993,2724.4871376127753,2.5229842578311352,0.006784658179626563,2956376.7624098225,760674.2375901714,3717050.9999999986,0.257299491479606,65.50058538387512,6.6433720122744075,9.859538990569115
diabetes_combined,kmeans,10,2846764.5114747724,0.04414574002404435,3237.1031017322753,2.00464499233066,0.0050149576041225484,2846764.5114747724,870286.4885252432,3717050.9999999986,0.3057107410947699,111.30774017889485,7.077647001825844,15.726658895276978
diabetes_combined,fairlet,10,3663571.925941245,-0.07182797529135979,154.56992312876977,4.638590593305889,0.003438803736773594,3663571.925941245,53479.07405875314,3717050.9999999986,0.014597522619953283,11.93857459006479,12.780214041918537,0.9341451208021082
diabetes_combined,bfkm,10,2965761.701672592,0.07387737452061305,2682.35826982497,2.7058694140369917,0.006794598079796643,2965761.701672592,751289.298327421,3717050.9999999986,0.2533208578098903,5.314884798335829,7.513635723361707,0.7073652481994261
diabetes_combined,fair_centroid,10,2917073.8278347966,0.04804649122453934,2903.8622274567865,2.1947932303180995,0.007487201283292002,2917073.8278347966,799977.1721651878,3717050.9999999986,0.27423960426773714,85.86716458032235,76.75517422677798,1.1187149979833597
diabetes_combined,postprocessing_nfp,10,2873105.3249766137,0.04724916239528192,3110.346540954558,2.0037896398439576,0.00837475691701639,2873105.3249766137,843945.6750233705,3717050.9999999986,0.2937399014532264,107.49172682903607,41.44369545061593,2.5936810330324573
diabetes_combined,postprocessing_gini,10,2873110.614342315,0.04725025851276516,3110.3213210142085,2.003767195060571,0.00837475691701639,2873110.614342315,843940.3856576692,3717050.9999999986,0.2937375196919997,107.49147071557442,41.44138243767238,2.5938196168344776
diabetes_combined,rawlsian,10,2956376.7624098225,0.028271012296772993,2724.4871376127753,2.5229842578311352,0.006784658179626563,2956376.7624098225,760674.2375901714,3717050.9999999986,0.257299491479606,65.50058538387512,6.6433720122744075,9.859538990569115
dutch_gender,kmeans,7,288454.7095921831,0.2497116899486755,11021.441492135704,1.280129775519142,0.17489028543564258,288454.7095921831,315745.29040781705,604200.0,1.0946095865594196,5.542628128404211,3.380493221897651,1.6395915520554836
dutch_gender,fairlet,7,467348.93052147754,0.020383167355198517,2948.3979101657687,2.6115585370566383,0.10358418213432963,467348.93052147754,136851.06947852927,604200.0,0.2928241845462833,3.006994974342444,4.352645094349365,0.6908431331206274
dutch_gender,bfkm,7,305217.21515286504,0.20748320779027846,9863.16524988262,1.3823232009128084,0.15017838757298746,305217.21515286504,298982.78484713746,604200.0,0.9795737920529642,4.646705029453567,3.3093429735376505,1.404117091099292
dutch_gender,fair_centroid,7,297832.8997052395,0.2499605572459701,10357.34895217252,1.278324317078819,0.14141226480874697,297832.8997052395,306367.10029476095,604200.0,1.0286543246161441,5.581901583225237,3.397683993829427,1.642854836813133
dutch_gender,postprocessing_nfp,7,284943.6805260427,0.253007622402134,11281.3123823706,1.2602785475737193,0.1794079607249199,284943.6805260427,319256.3194739574,604200.0,1.120419020644954,5.665658445980287,3.4279198409122764,1.6527978216878252
dutch_gender,postprocessing_gini,7,285124.83016380516,0.25281046811740815,11267.747898490492,1.2610344452833355,0.1793996656357362,285124.83016380516,319075.16983619495,604200.0,1.119071845313806,5.664349100198294,3.429362601598357,1.651720671811798
dutch_gender,rawlsian,7,302563.55683838367,0.2044242170259222,10037.980466616806,1.370680254933893,0.13239953560898718,302563.55683838367,301636.44316161744,604200.0,0.9969358052025366,4.537102921802844,3.2419666500123747,1.399490929922282
meps_gender,kmeans,5,281559.9103431891,0.395048018489681,12661.483029692641,0.9524241139318855,0.16232120133097364,281559.9103431891,411540.08965680463,693099.9999999998,1.461643062590781,11.917069837148095,5.018035173724563,2.3748478088691485
meps_gender,fairlet,5,537735.7805366133,0.07369813308346344,2502.7952385064264,2.3682532699055643,0.08077069459410773,537735.7805366133,155364.219463385,693099.9999999998,0.2889229712561531,6.104796325168949,7.161545775514002,0.8524411511885913
meps_gender,bfkm,5,318066.0677160167,0.3173942564291248,10214.014533957015,1.1643655636677401,0.06471781534637525,318066.0677160167,375033.93228397705,693099.9999999998,1.1791070169070148,5.770189769505815,3.0933144216288695,1.8653744763739095
meps_gender,fair_centroid,5,286196.9902549379,0.39452290888567126,12315.98319317312,0.9544992317256586,0.13564045471438238,286196.9902549379,406903.0097450559,693099.9999999998,1.4217585215784267,11.907371766597294,4.940585866236401,2.4101133122635097
meps_gender,postprocessing_nfp,5,282362.9916573201,0.39461657888470875,12600.834528224801,0.9535567414971581,0.16185731804340572,282362.9916573201,410737.00834267365,693099.9999999998,1.4546417925800634,11.951697220860463,5.009433800120566,2.3858379405219035
meps_gender,postprocessing_gini,5,283311.4740545129,0.39450709972947146,12529.64821791757,0.9556431080238564,0.16181772931463892,283311.4740545129,409788.5259454808,693099.9999999998,1.4464240367004408,11.902563676831335,5.0211854852808075,2.37046882886974
meps_gender,rawlsian,5,293255.3692321969,0.36049002716780626,11811.050972722713,1.3198880909900461,0.08935227011224421,293255.3692321969,399844.63076780346,693099.9999999998,1.3634690877601978,5.596319451368972,3.438133401798198,1.6277202764854932
meps_race,kmeans,5,281559.9103431891,0.395048018489681,12661.483029692641,0.9524241139318855,0.16232120133097364,281559.9103431891,411540.08965680463,693099.9999999998,1.461643062590781,11.917069837148095,5.018035173724563,2.3748478088691485
meps_race,fairlet,5,595654.006541011,-0.005766363856830581,1417.1413422372227,2.9173506573685715,0.06609615793056185,595654.006541011,97445.9934589908,693099.9999999998,0.16359496014282512,6.044165741998185,7.363059324146183,0.820876958328604
meps_race,bfkm,5,294664.0683817109,0.3668743192728491,11713.173162234356,1.386968972782603,0.0894130297392326,294664.0683817109,398435.93161829095,693099.9999999998,1.352170062018396,5.592310610889444,3.4703269230102967,1.6114650679764937
meps_race,fair_centroid,5,284867.8363312909,0.3942023442327556,12413.865894173947,0.9515625222080132,0.1444302461180813,284867.8363312909,408232.1636687028,693099.9999999998,1.4330581118815524,11.928987525717696,4.950362887764916,2.4097198116931633
meps_race,postprocessing_nfp,5,282014.26264007017,0.3946164514789015,12627.128027298457,0.9529683942377926,0.16242748808526572,282014.26264007017,411085.7373599236,693099.9999999998,1.457677117148451,11.912574735969084,5.021976244643323,2.3720890254460283
meps_race,postprocessing_gini,5,282422.178685305,0.3943006691132399,12596.378385362252,0.9538141070963244,0.1623154369442717,282422.178685305,410677.8213146888,693099.9999999998,1.4541273749335932,11.910182204489937,5.0245947940285625,2.3703766557742116
meps_race,rawlsian,5,294651.62212941825,0.3669785368840973,11714.033842270588,1.3853026031320057,0.08770003287469497,294651.62212941825,398448.3778705836,693099.9999999998,1.3522694190211357,5.594367421076188,3.469320349870916,1.612525468074558
